thscode,trade_date,open,high,low,close,volume
700001.TI,2024-12-16,3473.37,3479.16,3434.94,3447.4,1556480000.0
700001.TI,2024-12-17,3440.81,3451.81,3398.76,3402.71,1434340000.0
700001.TI,2024-12-18,3409.72,3442.58,3400.85,3423.99,1260710000.0
700001.TI,2024-12-19,3391.52,3435.48,3384.83,3427.34,1285740000.0
700001.TI,2024-12-20,3421.74,3462.38,3421.74,3437.39,1231620000.0
700001.TI,2024-12-23,3435.43,3442.18,3377.95,3381.57,1359390000.0
700001.TI,2024-12-24,3385.57,3420.59,3379.74,3420.48,1143050000.0
700001.TI,2024-12-25,3420.07,3420.86,3371.19,3393.39,1145870000.0
700001.TI,2024-12-26,3388.35,3421.81,3385.24,3413.35,1022490000.0
700001.TI,2024-12-27,3414.4,3450.12,3408.43,3417.54,1187090000.0
700001.TI,2024-12-30,3412.02,3426.07,3399.2,3414.5,1064810000.0
700001.TI,2024-12-31,3414.82,3419.25,3338.34,3338.34,1151060000.0
700001.TI,2025-01-02,3334.2,3337.13,3225.75,3250.48,1244780000.0
700001.TI,2025-01-03,3255.6,3262.93,3175.48,3178.86,1205680000.0
700001.TI,2025-01-06,3174.46,3195.83,3147.59,3169.29,1021200000.0
700001.TI,2025-01-07,3166.83,3211.38,3160.31,3210.67,1002520000.0
700001.TI,2025-01-08,3197.79,3225.61,3135.47,3205.8,1162190000.0
700001.TI,2025-01-09,3193.74,3222.67,3190.92,3205.74,993334000.0
700001.TI,2025-01-10,3202.87,3219.81,3148.25,3148.25,1022800000.0
700001.TI,2025-01-13,3118.47,3163.79,3116.82,3146.16,879777000.0
700001.TI,2025-01-14,3154.9,3261.39,3149.66,3258.9,1167760000.0
700001.TI,2025-01-15,3253.65,3260.99,3232.55,3239.3,1042150000.0
700001.TI,2025-01-16,3254.45,3293.69,3226.48,3250.74,1118890000.0
700001.TI,2025-01-17,3239.08,3280.83,3234.08,3261.58,966672000.0
700001.TI,2025-01-20,3282.05,3304.19,3271.64,3280.98,997036000.0
700001.TI,2025-01-21,3297.51,3299.29,3263.49,3286.58,987428000.0
700001.TI,2025-01-22,3274.61,3274.64,3245.15,3256.12,902774000.0
700001.TI,2025-01-23,3286.45,3320.13,3254.09,3254.09,1111160000.0
700001.TI,2025-01-24,3246.08,3293.96,3246.08,3290.21,992873000.0
700001.TI,2025-01-27,3295.69,3307.02,3261.5,3261.5,923661000.0
700001.TI,2025-02-05,3288.29,3289.57,3254.48,3266.42,993947000.0
700001.TI,2025-02-06,3261.16,3329.8,3257.85,3329.69,1180150000.0
700001.TI,2025-02-07,3330.93,3404.38,3326.4,3377.23,1502270000.0
700001.TI,2025-02-10,3385.53,3409.84,3372.96,3408.41,1375810000.0
700001.TI,2025-02-11,3410.02,3410.02,3380.83,3394.41,1300240000.0
700001.TI,2025-02-12,3386.32,3434.86,3384.99,3434.86,1290480000.0
700001.TI,2025-02-13,3432.59,3446.43,3409.66,3412.06,1422430000.0
700001.TI,2025-02-14,3406.39,3437.27,3403.07,3433.97,1330830000.0
700001.TI,2025-02-17,3449.47,3457.78,3425.82,3452.17,1469000000.0
700001.TI,2025-02-18,3446.22,3453.84,3384.76,3396.02,1416960000.0
700001.TI,2025-02-19,3391.7,3448.39,3391.7,3448.16,1265260000.0
700001.TI,2025-02-20,3445.84,3464.58,3436.53,3457.0,1301600000.0
700001.TI,2025-02-21,3463.92,3506.41,3448.37,3504.79,1530410000.0
700001.TI,2025-02-24,3501.54,3518.15,3479.66,3502.99,1495770000.0
700001.TI,2025-02-25,3461.93,3504.96,3457.57,3474.53,1352910000.0
700001.TI,2025-02-26,3481.58,3513.93,3479.91,3513.93,1409210000.0
700001.TI,2025-02-27,3514.41,3525.79,3467.38,3511.5,1486680000.0
700001.TI,2025-02-28,3494.13,3496.63,3410.34,3415.78,1410230000.0
700001.TI,2025-03-03,3425.15,3464.53,3403.12,3420.55,1244620000.0
700001.TI,2025-03-04,3396.58,3443.17,3395.31,3441.6,1084160000.0
700001.TI,2025-03-05,3442.64,3458.7,3423.87,3458.2,1151170000.0
700001.TI,2025-03-06,3475.78,3522.02,3474.31,3514.41,1379930000.0
700001.TI,2025-03-07,3503.26,3524.54,3485.18,3499.24,1355960000.0
700001.TI,2025-03-10,3502.85,3510.89,3473.47,3497.81,1141540000.0
700001.TI,2025-03-11,3457.8,3510.73,3456.65,3510.73,1133840000.0
700001.TI,2025-03-12,3521.55,3537.75,3507.4,3510.82,1276190000.0
700001.TI,2025-03-13,3507.28,3515.45,3456.84,3479.93,1266800000.0
700001.TI,2025-03-14,3482.09,3550.94,3479.44,3550.94,1361530000.0
700001.TI,2025-03-17,3562.38,3567.95,3550.07,3555.51,1237890000.0
700001.TI,2025-03-18,3566.33,3576.7,3554.23,3568.09,1144610000.0
700001.TI,2025-03-19,3560.8,3572.86,3542.47,3556.58,1116520000.0
700001.TI,2025-03-20,3553.89,3560.82,3531.6,3535.0,1127100000.0
700001.TI,2025-03-21,3523.88,3535.14,3466.47,3475.88,1271630000.0
700001.TI,2025-03-24,3475.49,3481.29,3421.3,3466.67,1255910000.0
700001.TI,2025-03-25,3465.49,3474.95,3443.06,3453.58,1072460000.0
700001.TI,2025-03-26,3447.61,3474.25,3447.61,3457.69,1003150000.0
700001.TI,2025-03-27,3448.93,3483.93,3428.43,3458.39,999590000.0
700001.TI,2025-03-28,3455.38,3463.01,3427.41,3430.68,973498000.0
700001.TI,2025-03-31,3415.06,3427.15,3372.91,3401.24,1047750000.0
700001.TI,2025-04-01,3407.73,3431.99,3406.59,3413.52,936395000.0
700001.TI,2025-04-02,3409.66,3434.52,3408.67,3416.23,816116000.0
700001.TI,2025-04-03,3379.67,3418.36,3373.37,3388.52,931677000.0
700001.TI,2025-04-07,3202.0,3228.86,3025.77,3073.16,1407290000.0
700001.TI,2025-04-08,3068.14,3118.2,3054.52,3104.34,1496160000.0
700001.TI,2025-04-09,3058.92,3167.68,2993.09,3158.13,1577830000.0
700001.TI,2025-04-10,3213.96,3250.76,3198.24,3218.82,1412390000.0
700001.TI,2025-04-11,3205.17,3263.8,3202.7,3242.38,1132780000.0
700001.TI,2025-04-14,3271.25,3289.94,3262.31,3271.4,1117260000.0
700001.TI,2025-04-15,3270.97,3273.69,3248.51,3268.28,955255000.0
700001.TI,2025-04-16,3262.09,3262.09,3208.68,3251.0,997658000.0
700001.TI,2025-04-17,3234.34,3270.68,3232.44,3255.2,889083000.0
700001.TI,2025-04-18,3248.1,3261.78,3236.42,3255.3,860228000.0
700001.TI,2025-04-21,3251.15,3293.64,3243.05,3292.14,926859000.0
700001.TI,2025-04-22,3289.35,3304.34,3286.22,3290.51,987099000.0
700001.TI,2025-04-23,3305.44,3314.78,3293.89,3301.96,1046760000.0
700001.TI,2025-04-24,3300.58,3313.17,3274.98,3286.05,985245000.0
700001.TI,2025-04-25,3290.93,3309.7,3282.5,3292.44,1002800000.0
700001.TI,2025-04-28,3290.35,3290.35,3268.53,3272.69,976461000.0
700001.TI,2025-04-29,3264.36,3287.51,3259.66,3279.4,906248000.0
700001.TI,2025-04-30,3281.79,3301.07,3280.19,3293.18,1005360000.0
700001.TI,2025-05-06,3314.8,3351.64,3312.04,3351.64,1120880000.0
700001.TI,2025-05-07,3393.55,3399.14,3347.41,3368.8,1237220000.0
700001.TI,2025-05-08,3358.48,3397.45,3354.73,3391.87,1079800000.0
700001.TI,2025-05-09,3389.14,3389.14,3358.14,3368.49,1012350000.0
700001.TI,2025-05-12,3388.21,3411.97,3383.31,3411.97,1027190000.0
700001.TI,2025-05-13,3437.61,3437.62,3405.57,3409.74,1054530000.0
700001.TI,2025-05-14,3407.76,3450.17,3398.8,3433.31,1102220000.0
700001.TI,2025-05-15,3426.41,3426.47,3392.86,3394.09,1012950000.0
700001.TI,2025-05-16,3386.16,3401.43,3383.53,3392.91,952323000.0
700001.TI,2025-05-19,3392.88,3403.05,3371.98,3398.77,971138000.0
700001.TI,2025-05-20,3402.83,3428.19,3396.37,3421.9,1023650000.0
700001.TI,2025-05-21,3420.11,3432.44,3417.5,3424.82,1010060000.0
700001.TI,2025-05-22,3417.61,3427.38,3400.57,3403.38,967865000.0
700001.TI,2025-05-23,3400.23,3423.97,3371.77,3371.77,974125000.0
700001.TI,2025-05-26,3369.24,3387.73,3358.16,3376.32,842799000.0
700001.TI,2025-05-27,3373.93,3374.1,3354.48,3366.41,854339000.0
700001.TI,2025-05-28,3368.55,3374.45,3355.1,3359.53,889124000.0
700001.TI,2025-05-29,3359.2,3401.82,3358.59,3399.1,1018850000.0
700001.TI,2025-05-30,3391.93,3392.61,3369.86,3371.08,993083000.0
700001.TI,2025-06-03,3361.89,3393.26,3361.89,3388.73,969015000.0
700001.TI,2025-06-04,3391.21,3415.3,3391.21,3412.93,985295000.0
700001.TI,2025-06-05,3415.6,3431.66,3405.37,3427.27,1046430000.0
700001.TI,2025-06-06,3428.04,3432.44,3418.91,3425.67,954130000.0
700001.TI,2025-06-09,3430.62,3454.8,3428.35,3451.45,1054150000.0
700001.TI,2025-06-10,3453.34,3453.78,3402.6,3427.91,1208990000.0
700001.TI,2025-06-11,3431.07,3463.55,3431.07,3450.26,1053870000.0
700001.TI,2025-06-12,3444.37,3459.75,3437.63,3454.62,1028430000.0
700001.TI,2025-06-13,3445.56,3449.4,3409.62,3416.46,1224500000.0
700001.TI,2025-06-16,3407.03,3435.33,3407.03,3434.91,985772000.0
700001.TI,2025-06-17,3438.04,3444.33,3422.9,3431.43,999828000.0
700001.TI,2025-06-18,3427.98,3434.09,3412.94,3431.42,979676000.0
700001.TI,2025-06-19,3426.21,3431.79,3382.28,3390.12,1038880000.0
700001.TI,2025-06-20,3387.88,3402.49,3378.29,3379.88,877050000.0
700001.TI,2025-06-23,3363.92,3414.01,3363.92,3408.83,933038000.0
700001.TI,2025-06-24,3412.55,3461.57,3412.55,3461.57,1141880000.0
700001.TI,2025-06-25,3466.81,3511.55,3462.74,3509.61,1246490000.0
700001.TI,2025-06-26,3508.25,3523.05,3498.62,3499.62,1234240000.0
700001.TI,2025-06-27,3507.19,3529.24,3497.18,3499.64,1235790000.0
700001.TI,2025-06-30,3505.53,3532.73,3504.29,3530.71,1145630000.0
700001.TI,2025-07-01,3532.01,3541.86,3518.61,3540.44,1152030000.0
700001.TI,2025-07-02,3537.0,3537.0,3518.28,3526.71,1188510000.0
700001.TI,2025-07-03,3528.891,3551.001,3527.157,3548.298,1087459693.0
700001.TI,2025-07-04,3547.718,3575.362,3532.229,3543.581,1178733147.0
700001.TI,2025-07-07,3539.388,3546.107,3535.136,3542.799,1023434477.0
700001.TI,2025-07-08,3542.981,3582.078,3542.981,3580.672,1166862053.0
700001.TI,2025-07-09,3582.038,3596.073,3567.824,3574.189,1235937799.0
700001.TI,2025-07-10,3574.201,3602.638,3570.37,3587.917,1275664393.0
700001.TI,2025-07-11,3591.779,3629.637,3583.663,3603.824,1417850694.0
700001.TI,2025-07-14,3607.84,3617.27,3605.688,3609.849,1228760573.0
700001.TI,2025-07-15,3609.488,3621.324,3574.776,3602.303,1308729593.0
700001.TI,2025-07-16,3602.884,3618.867,3590.923,3604.188,1078341794.0
700001.TI,2025-07-17,3603.9,3637.756,3603.125,3637.756,1105622977.0
700001.TI,2025-07-18,3645.235,3655.443,3638.76,3653.619,1139238324.0
700001.TI,2025-07-21,3661.892,3687.366,3660.215,3686.854,1365704604.0
700001.TI,2025-07-22,3689.093,3709.766,3674.913,3709.068,1506077993.0
700001.TI,2025-07-23,3713.126,3731.27,3693.93,3698.884,1545160520.0
700001.TI,2025-07-24,3697.239,3738.291,3697.214,3738.291,1521143521.0
700001.TI,2025-07-25,3739.456,3742.906,3722.715,3733.49,1427920208.0
700001.TI,2025-07-28,3735.944,3749.155,3722.597,3746.675,1284620492.0
700001.TI,2025-07-29,3743.106,3763.461,3725.376,3763.308,1306655600.0
700001.TI,2025-07-30,3757.884,3775.229,3722.104,3747.937,1359474991.0
700001.TI,2025-07-31,3739.596,3746.37,3685.745,3696.979,1406044638.0
700001.TI,2025-08-01,3694.332,3710.798,3674.265,3692.138,1142726098.0
700001.TI,2025-08-04,3675.781,3720.14,3674.73,3720.14,1054808403.0
700001.TI,2025-08-05,3728.18,3749.532,3726.608,3749.532,1145566717.0
700001.TI,2025-08-06,3747.024,3772.564,3745.321,3772.463,1218010681.0
700001.TI,2025-08-07,3775.693,3781.52,3752.682,3772.362,1257107109.0
700001.TI,2025-08-08,3766.212,3776.969,3755.358,3764.144,1217486530.0
700001.TI,2025-08-11,3769.831,3807.703,3769.831,3801.07,1273692599.0
700001.TI,2025-08-12,3801.458,3814.132,3790.056,3814.012,1254206099.0
700001.TI,2025-08-13,3818.491,3855.194,3818.479,3852.666,1417144134.0
700001.TI,2025-08-14,3855.615,3868.691,3813.73,3819.869,1525249963.0
700001.TI,2025-08-15,3811.906,3878.74,3811.906,3874.731,1487069521.0
700001.TI,2025-08-18,3893.861,3950.117,3885.187,3928.812,1794291120.0
700001.TI,2025-08-19,3929.548,3951.284,3915.713,3926.531,1657621846.0
700001.TI,2025-08-20,3911.204,3964.681,3896.599,3964.681,1587266741.0
700001.TI,2025-08-21,3973.486,3986.472,3942.6,3959.576,1619493545.0
700001.TI,2025-08-22,3958.982,4024.827,3958.982,4024.827,1600291497.0
700001.TI,2025-08-25,4056.296,4102.444,4047.964,4097.115,1968140386.0
700001.TI,2025-08-26,4084.018,4116.802,4071.868,4093.113,1713003348.0
700001.TI,2025-08-27,4097.158,4132.353,4021.257,4021.257,2014320835.0
700001.TI,2025-08-28,4015.662,4084.646,3973.558,4084.646,1860378581.0
700001.TI,2025-08-29,4084.512,4121.047,4072.168,4099.774,1651677098.0
700001.TI,2025-09-01,4118.213,4132.229,4095.782,4132.229,1664712174.0
700001.TI,2025-09-02,4131.395,4132.337,4038.949,4070.907,1769081241.0
700001.TI,2025-09-03,4081.923,4088.296,4004.408,4022.426,1515035829.0
700001.TI,2025-09-04,4026.744,4036.078,3894.488,3940.935,1625404764.0
700001.TI,2025-09-05,3943.929,4045.086,3927.123,4042.732,1460477535.0
700001.TI,2025-09-08,4050.265,4075.864,4032.049,4071.269,1499359182.0
700001.TI,2025-09-09,4055.92,4072.469,4016.134,4034.921,1371715794.0
700001.TI,2025-09-10,4031.925,4061.386,4013.197,4043.684,1261375010.0
700001.TI,2025-09-11,4037.953,4135.071,4018.755,4135.071,1462617700.0
700001.TI,2025-09-12,4133.671,4157.947,4120.297,4128.522,1579188959.0
700001.TI,2025-09-15,4139.424,4153.195,4128.65,4132.631,1453658526.0
700001.TI,2025-09-16,4138.863,4155.404,4105.098,4152.255,1573252658.0
700001.TI,2025-09-17,4149.079,4185.519,4140.449,4180.63,1527134592.0
700001.TI,2025-09-18,4176.491,4215.518,4092.502,4135.106,1962435603.0
700001.TI,2025-09-19,4134.688,4150.706,4108.082,4121.957,1512088132.0
700001.TI,2025-09-22,4129.916,4143.26,4106.211,4143.26,1299214833.0
700001.TI,2025-09-23,4151.35,4152.527,4050.202,4117.343,1572244190.0
700001.TI,2025-09-24,4096.448,4175.723,4091.487,4175.723,1337588147.0
700001.TI,2025-09-25,4172.735,4203.399,4170.133,4183.222,1336598372.0
700001.TI,2025-09-26,4167.276,4183.363,4132.831,4132.831,1251583350.0
700001.TI,2025-09-29,4138.39,4205.452,4123.604,4189.472,1289391957.0
700001.TI,2025-09-30,4201.201,4223.181,4197.018,4215.559,1232876294.0
700001.TI,2025-10-09,4238.523,4281.73,4228.162,4270.707,1528168167.0
700001.TI,2025-10-10,4249.694,4255.356,4187.406,4200.043,1505048113.0
700001.TI,2025-10-13,4061.645,4192.533,4061.645,4185.452,1459235776.0
700001.TI,2025-10-14,4218.592,4229.734,4102.756,4118.633,1589245022.0
700001.TI,2025-10-15,4124.021,4180.616,4100.566,4180.072,1316201085.0
700001.TI,2025-10-16,4167.304,4192.915,4148.679,4161.928,1232114005.0
700001.TI,2025-10-17,4157.38,4167.78,4052.082,4055.59,1289960411.0
700001.TI,2025-10-20,4096.977,4112.61,4067.431,4087.308,1136782049.0
700001.TI,2025-10-21,4100.514,4155.268,4093.303,4153.375,1242300903.0
700001.TI,2025-10-22,4129.147,4153.549,4120.111,4137.843,1143861331.0
700001.TI,2025-10-23,4126.4,4148.5,4085.337,4143.795,1185545680.0
700001.TI,2025-10-24,4160.613,4196.304,4160.611,4196.304,1225949259.0
700001.TI,2025-10-27,4231.283,4249.806,4214.065,4246.022,1366743353.0
700001.TI,2025-10-28,4229.676,4263.111,4216.269,4231.122,1263814538.0
700001.TI,2025-10-29,4234.642,4279.833,4230.593,4279.833,1355310779.0
700001.TI,2025-10-30,4270.774,4280.187,4231.245,4234.767,1455675740.0
700001.TI,2025-10-31,4231.679,4256.538,4212.461,4212.475,1432108990.0
700001.TI,2025-11-03,4212.551,4228.85,4171.733,4228.85,1367103012.0
700001.TI,2025-11-04,4223.106,4228.948,4161.311,4185.712,1306352799.0
700001.TI,2025-11-05,4131.637,4213.737,4131.635,4200.082,1325365726.0
700001.TI,2025-11-06,4210.118,4252.111,4210.118,4249.901,1343779066.0
700001.TI,2025-11-07,4232.666,4259.363,4223.197,4239.265,1304833486.0
700001.TI,2025-11-10,4251.236,4259.556,4227.303,4255.586,1399077787.0
700001.TI,2025-11-11,4266.154,4269.039,4229.238,4234.219,1323677370.0
700001.TI,2025-11-12,4224.466,4240.713,4190.065,4218.273,1325673114.0
700001.TI,2025-11-13,4216.717,4274.758,4216.607,4274.355,1371366250.0
700001.TI,2025-11-14,4239.347,4268.542,4220.214,4220.214,1400767182.0
700001.TI,2025-11-17,4218.684,4225.693,4195.795,4213.37,1348896595.0
700001.TI,2025-11-18,4203.398,4211.225,4157.721,4174.439,1389070798.0
700001.TI,2025-11-19,4170.969,4186.611,4142.474,4161.667,1231433425.0
700001.TI,2025-11-20,4187.364,4190.722,4131.845,4134.326,1212670579.0
700001.TI,2025-11-21,4080.863,4099.115,4003.36,4003.36,1449309711.0
700001.TI,2025-11-24,4023.686,4046.218,3990.954,4028.117,1198854668.0
700001.TI,2025-11-25,4051.944,4102.619,4049.203,4078.117,1182681754.0
700001.TI,2025-11-26,4075.49,4112.066,4071.265,4087.968,1148372264.0
700001.TI,2025-11-27,4088.728,4126.044,4083.968,4087.816,1085050304.0
700001.TI,2025-11-28,4085.07,4119.162,4073.677,4119.162,1065131880.0
700001.TI,2025-12-01,4130.824,4158.385,4126.88,4158.326,1237445055.0
700001.TI,2025-12-02,4151.279,4151.32,4121.417,4131.418,1103992829.0
700001.TI,2025-12-03,4131.831,4141.761,4091.522,4101.33,1181511587.0
700001.TI,2025-12-04,4102.088,4117.446,4074.408,4101.875,1083555342.0
700001.TI,2025-12-05,4100.866,4151.532,4083.864,4148.595,1174188882.0
700001.TI,2025-12-08,4159.125,4205.664,4159.125,4191.637,1281651166.0
700001.TI,2025-12-09,4180.71,4196.83,4160.104,4168.185,1217573760.0
700001.TI,2025-12-10,4159.655,4179.713,4135.041,4173.142,1178306237.0
700001.TI,2025-12-11,4179.829,4181.706,4126.375,4127.755,1242217555.0
700001.TI,2025-12-12,4130.569,4166.676,4117.821,4159.71,1284842071.0
700001.TI,2025-12-15,4134.884,4169.928,4132.603,4133.328,1135931078.0
700001.TI,2025-12-16,4126.052,4127.639,4057.866,4073.594,1186113165.0
700001.TI,2025-12-17,4072.968,4145.082,4062.571,4136.072,1175157685.0
700001.TI,2025-12-18,4113.086,4148.294,4111.894,4120.628,1059879962.0
700001.TI,2025-12-19,4131.912,4164.984,4127.395,4153.635,1180067160.0
700001.TI,2025-12-22,4170.458,4201.043,4170.458,4194.216,1185814043.0
700001.TI,2025-12-23,4195.859,4214.651,4178.569,4191.6,1204937633.0
700001.TI,2025-12-24,4191.669,4232.837,4186.125,4228.912,1121834582.0
700001.TI,2025-12-25,4226.219,4260.805,4222.378,4254.341,1137246361.0
700001.TI,2025-12-26,4255.167,4286.23,4242.422,4268.616,1305049193.0
700001.TI,2025-12-29,4269.484,4281.688,4246.33,4256.62,1284777111.0
700001.TI,2025-12-30,4235.946,4278.957,4235.559,4261.718,1249624227.0
700001.TI,2025-12-31,4268.317,4270.063,4244.307,4254.734,1210049699.0
700001.TI,2026-01-05,4281.175,4339.454,4281.175,4339.454,1433862016.0
700001.TI,2026-01-06,4342.884,4408.519,4342.413,4408.519,1642657721.0
700001.TI,2026-01-07,4414.257,4433.317,4392.624,4415.36,1605899033.0
700001.TI,2026-01-08,4402.658,4431.88,4396.995,4418.729,1595662086.0
700001.TI,2026-01-09,4415.51,4472.761,4415.51,4471.011,1753924276.0
700001.TI,2026-01-12,4496.659,4553.439,4478.69,4548.18,2008051604.0
700001.TI,2026-01-13,4558.109,4558.109,4479.782,4494.381,2082595148.0
700001.TI,2026-01-14,4497.641,4581.296,4467.107,4508.203,2282263553.41
700001.TI,2026-01-15,4480.492,4518.27,4468.099,4500.568,1664122654.91
700001.TI,2026-01-16,4519.647,4535.031,4485.349,4493.682,1681841082.91
700001.TI,2026-01-19,4479.63,4526.523,4478.874,4511.822,1530337272.28
700001.TI,2026-01-20,4515.475,4526.804,4449.868,4485.535,1627630143.71
700001.TI,2026-01-21,4469.55,4527.676,4469.55,4510.899,1469900126.99
700001.TI,2026-01-22,4525.24,4538.438,4508.013,4530.444,1541544069.65
700001.TI,2026-01-23,4541.308,4577.825,4538.965,4574.402,1776860373.24
700001.TI,2026-01-26,4589.13,4598.262,4528.342,4542.781,1923304339.16
700001.TI,2026-01-27,4529.737,4566.312,4479.463,4549.057,1675068008.22
700001.TI,2026-01-28,4558.86,4571.367,4532.792,4553.91,1716010576.03
700001.TI,2026-01-29,4552.596,4568.22,4530.797,4543.037,1909976995.48
700001.TI,2026-01-30,4510.299,4531.475,4425.399,4501.107,1716520977.84
700001.TI,2026-02-02,4462.811,4489.616,4377.938,4379.077,1552422595.91
700001.TI,2026-02-03,4422.616,4472.291,4382.928,4471.592,1427845169.69
700001.TI,2026-02-04,4461.258,4494.809,4440.445,4491.602,1497395219.97
700001.TI,2026-02-05,4452.016,4469.335,4418.473,4442.194,1329059708.66
700001.TI,2026-02-06,4399.348,4474.309,4384.022,4433.837,1293364194.63
700001.TI,2026-02-09,4490.879,4517.845,4479.614,4517.382,1306192261.83
700001.TI,2026-02-10,4519.676,4529.745,4503.685,4520.067,1263084177.83
700001.TI,2026-02-11,4513.342,4531.43,4512.797,4512.998,1187072918.55
700001.TI,2026-02-12,4519.524,4540.224,4509.656,4533.328,1231078787.47
700001.TI,2026-02-13,4510.402,4532.508,4479.755,4482.331,1146397220.32
700001.TI,2026-02-24,4540.608,4549.588,4507.256,4529.723,1284057589.09
700001.TI,2026-02-25,4537.632,4588.476,4535.064,4576.908,1524982436.86
700001.TI,2026-02-26,4583.661,4591.907,4561.528,4586.314,1450894402.3
700001.TI,2026-02-27,4558.817,4606.159,4558.056,4604.798,1468731077.34
700001.TI,2026-03-02,4563.12,4601.913,4536.482,4586.042,1804974628.11
700001.TI,2026-03-03,4593.615,4598.363,4444.568,4449.646,1903097388.24
700001.TI,2026-03-04,4397.192,4467.676,4395.682,4418.859,1514932209.47
700001.TI,2026-03-05,4481.279,4492.496,4445.049,4466.864,1458131182.99
700001.TI,2026-03-06,4443.462,4505.24,4442.85,4499.197,1384227754.13
700001.TI,2026-03-09,4436.414,4473.546,4372.649,4462.218,1644361554.82
700001.TI,2026-03-10,4495.384,4533.565,4495.384,4532.705,1418472061.83
700001.TI,2026-03-11,4538.183,4557.158,4530.912,4545.245,1486455308.07
700001.TI,2026-03-12,4541.579,4549.193,4489.604,4521.651,1562312201.92
700001.TI,2026-03-13,4502.771,4533.94,4469.665,4479.46,1573056769.1
700001.TI,2026-03-16,4477.446,4481.653,4421.918,4477.646,1491452414.6
