date,year,equity_return,bond_return,roro,roro_ma,composite_signal,equity_position,portfolio_return,nav,benchmark_return,benchmark_nav
2014-02-07,2014,0.01363742162779253,0.001687950159955376,0.2714571542534271,0.2714571542534271,0,0.5,0.007662685893873953,1.007662685893874,0.007662685893873953,1.007662685893874
2014-03-03,2014,-0.0002638429905362782,0.001255288922570874,0.2714571542534271,0.2714571542534271,0,0.5,0.0004957229660172979,1.0081622074292702,0.0004957229660172979,1.0081622074292702
2014-04-01,2014,0.01267113803590885,-0.0008334379363363342,0.2714571542534271,0.2714571542534271,0,0.5,0.005918850049786258,1.0141293683609056,0.005918850049786258,1.0141293683609056
2014-05-05,2014,0.0008922396027897684,7.399873123947742e-05,0.2816516241116922,0.2770337285857739,2,1.0,0.0004831191670146229,1.0146193136965933,0.0004831191670146229,1.0146193136965933
2014-06-03,2014,0.0006327211442014313,9.042469690573318e-05,0.2697896133653013,0.2798133606537597,-2,0.3,0.0006327211442014313,1.0152612847896842,0.00036157292055358226,1.0149861725650966
2014-07-01,2014,0.006121874916480752,-0.001090638082116124,0.2713260068249654,0.2711319332017924,2,1.0,0.0010731158174629386,1.0163507777332497,0.0025156184171823137,1.0175394904739867
2014-08-01,2014,-0.007145866045378702,0.0020931181645375,0.234741611472708,0.2611989942854681,-2,0.3,-0.007145866045378702,1.0090880712204513,-0.002526373940420601,1.0149688052219044
2014-09-01,2014,0.00880303798312528,0.0003915150178690485,0.262389524381504,0.2494308278881642,2,1.0,0.002914971907445918,1.0120295346001977,0.0045972765004971645,1.0196348974588887
2014-10-08,2014,0.01140525286297338,0.001779338182654522,0.260534137977349,0.2573428223224469,0,0.5,0.01140525286297338,1.0235719873471103,0.006592295522813951,1.0263566320283117
2014-11-03,2014,0.002331860018133192,0.0001317146895633559,0.2738927140047979,0.2533015452943804,0,0.5,0.0012317873538482738,1.0248328103768778,0.0012317873538482738,1.0276208851481825
2014-12-01,2014,-0.0107009972542643,-0.001026857395909853,0.2480318652898964,0.2548120016351119,-2,0.3,-0.005863927325087076,1.018823265256463,-0.005863927325087076,1.0215949909599318
2015-01-05,2015,-8.880634691830203e-05,0.001284896247372047,0.2526147350021479,0.2497137165092157,0,0.5,0.0008727854690849424,1.0197124793979444,0.0005980449502268725,1.0222059506854526
2015-02-02,2015,-0.0006639489892148242,0.0003702085509028619,0.2669234618479034,0.2834673247942173,0,0.5,-0.00014687021915598116,1.019562714002619,-0.00014687021915598116,1.022055819073453
2015-03-02,2015,0.0101643179010114,-0.002742116944698503,0.2753554537290427,0.2752348155664994,2,1.0,0.0037111004781564486,1.0233464136780648,0.0037111004781564486,1.0258487709123192
2015-04-01,2015,0.008401980523609099,0.002408036808056235,0.2649028798380678,0.2633149774034451,2,1.0,0.008401980523609099,1.0319445503146931,0.005405008665832667,1.031393492408934
2015-05-04,2015,0.004036345626239934,-0.000705770220696289,0.2532739156362333,0.2641888449005513,0,0.5,0.004036345626239934,1.036109835186878,0.0016652877027718226,1.0331110593085615
2015-06-01,2015,0.02219365589527982,-0.001696504888130002,0.2650801008457644,0.272212203508087,0,0.5,0.010248575503574909,1.0467284850627872,0.010248575503574909,1.0436989760034634
2015-07-01,2015,-0.02293626333990867,-0.001269961695403055,0.2745110814641015,0.2454496884100681,0,0.5,-0.012103112517655862,1.0340598124326368,-0.012103112517655862,1.0310669698623314
2015-08-03,2015,-0.01293082071934895,0.0006130972017657221,0.3543861746964247,0.328256749450808,0,0.5,-0.006158861758791614,1.0276911809975422,-0.006158861758791614,1.024716770930893
2015-09-01,2015,-0.02963839956315462,0.001735113235083241,0.3983072361728825,0.3840003609307771,0,0.5,-0.01395164316403569,1.013353200357438,-0.01395164316403569,1.0104202881986624
2015-10-08,2015,0.01545479561857415,-0.0002114570877421174,0.3932409903235707,0.4033937998721672,0,0.5,0.007621669265416017,1.0210766432996132,0.007621669265416017,1.018121377454379
2015-11-02,2015,-0.006231288818262603,-0.0008187476239377434,0.3675222884626684,0.3792536703576651,-2,0.3,-0.0035250182211001733,1.0174773295268422,-0.0035250182211001733,1.0145324810475607
2015-12-01,2015,0.00834898832573161,0.001883736039097417,0.3043502425117849,0.3481960754868856,0,0.5,0.003823311725087675,1.021367462530833,0.005116362182414513,1.0197231966664235
2016-01-04,2016,-0.0439423945992365,-0.0006776504738206235,0.2728715788742962,0.2663639177446984,0,0.5,-0.022310022536528563,0.9985807314236932,-0.022310022536528563,0.9969731491677747
2016-02-01,2016,-0.006213524233090362,-0.0002870606042407187,0.3276394403644092,0.3213376585519191,0,0.5,-0.0032502924186655403,0.9953350520429213,-0.0032502924186655403,0.9937326948994215
2016-03-01,2016,0.02236711714645945,-0.001286944811590141,0.3232388482430742,0.3237502409177656,0,0.5,0.010540086167434655,1.0058259692569218,0.010540086167434655,1.0042067231310585
2016-04-01,2016,-0.0003820331863763959,-0.0003166978693784905,0.345566085015606,0.34905805436366,0,0.5,-0.0003493655278774432,1.0054745683362194,-0.0003493655278774432,1.0038558879191337
2016-05-03,2016,0.002774913410192226,0.001418687016029874,0.2949540099087237,0.3020226384720167,0,0.5,0.00209680021311105,1.0075828476253845,0.00209680021311105,1.0059607731588553
2016-06-01,2016,0.0007495384288614071,-0.000313827343467632,0.2574922441177806,0.280234477940469,-2,0.3,0.00021785554269688754,1.007802355133466,0.00021785554269688754,1.0061799272890235
2016-07-01,2016,0.0007522972418416984,0.001533812934900181,0.3568150597858073,0.2816275109585775,0,0.5,0.001299358226982636,1.0091118514147812,0.0011430550883709397,1.007330046374728
2016-08-01,2016,-0.001917803790979078,-0.0009547442773080173,0.3571549508223604,0.3486386255000879,2,1.0,-0.0014362740341435478,1.0076624902650475,-0.0014362740341435478,1.0058832443853072
2016-09-01,2016,-0.0009596189645973529,0.0004440855147141987,0.3703602905166265,0.3702806105034275,0,0.5,-0.0009596189645973529,1.0066955182294757,-0.00025776672494157713,1.0056239611557283
2016-10-10,2016,0.01102103112243041,-3.907476333969706e-05,0.2538331871366712,0.3054369632854066,0,0.5,0.0054909781795453565,1.0122232613535198,0.0054909781795453565,1.0111458203832624
2016-11-01,2016,0.002592241492580438,-0.0004012757960779045,0.282792365981729,0.260251065356751,2,1.0,0.0010954828482512668,1.0133321345749335,0.0010954828482512668,1.012253513286573
2016-12-01,2016,-0.0006763719238560117,-0.00300404615283828,0.2640421652504607,0.2743647095703184,0,0.5,-0.0006763719238560117,1.012646745169566,-0.001840209038347146,1.0103907552223246
2017-01-03,2017,0.00871323828784445,0.0003355524036711688,0.2601239726293748,0.2682144152185533,0,0.5,0.004524395345757809,1.017228359390308,0.004524395345757809,1.0149621624526493
2017-02-03,2017,-0.0004445210937116917,-0.000674743986360471,0.2427466105600964,0.2549044084299201,0,0.5,-0.0005596325400360813,1.0166590852997457,-0.0005596325400360813,1.0143941565996353
2017-03-01,2017,0.006070966595018978,-0.002612606299131293,0.2627286477444948,0.2601633446029906,2,1.0,0.0017291801479438426,1.0184170720072727,0.0017291801479438426,1.0161482268374176
2017-04-05,2017,0.006887388651088089,0.0006547400807503934,0.259188022340654,0.2671528967160277,0,0.5,0.006887388651088089,1.02543130619109,0.0037710643659192413,1.0199801872061363
2017-05-02,2017,0.0007291567556279466,0.0005190441021021286,0.2984331637877318,0.2789792599117126,0,0.5,0.0006241004288650376,1.0260712783090555,0.0006241004288650376,1.0206167572784053
2017-06-01,2017,-0.001538256677939476,-0.0001508742559051535,0.2831278683408247,0.2963718277490732,-2,0.3,-0.0008445654669223148,1.0252046939407948,-0.0008445654669223148,1.0197547796102457
2017-07-03,2017,-0.0001140458328848126,-0.0009774824563921758,0.2524738354171102,0.2757864844531725,0,0.5,-0.0007184514693399668,1.0244681341220587,-0.0005457641446384942,1.0191982340152108
2017-08-01,2017,0.004531079565048657,0.001274298359967896,0.2306099363470252,0.237141030615761,0,0.5,0.0029026889625082763,1.0274418464674164,0.0029026889625082763,1.0221566494796948
2017-09-01,2017,0.002255910977739695,-0.001004057329126673,0.2553701897307383,0.2482308786509297,0,0.5,0.000625926824306511,1.0280849498795355,0.000625926824306511,1.0227964447452473
2017-10-09,2017,0.003413150133649756,0.0009670709908417008,0.3073259174841808,0.2729949839558844,0,0.5,0.0021901105622457286,1.0303365695871525,0.0021901105622457286,1.0250364820419113
2017-11-01,2017,0.002387404543388727,0.0006656999721337264,0.3191375803411413,0.3151732054473769,2,1.0,0.0015265522577612267,1.0319094322037097,0.0015265522577612267,1.02660125379786
2017-12-01,2017,-0.0006401340132247135,0.001563839364813968,0.2832350867062811,0.2974388001355465,0,0.5,-0.0006401340132247135,1.0312488718775887,0.0004618526757946272,1.0270753923339007
2018-01-02,2018,0.01417499186636983,-0.0004427359003683629,0.2496315114475914,0.2700840678574345,0,0.5,0.006866127983000733,1.0383295586142254,0.006866127983000733,1.034127423425856
2018-02-01,2018,-0.01279970201491429,-0.001357470696223328,0.2939692358238742,0.2708168396630829,0,0.5,-0.007078586355568809,1.0309796531680349,-0.007078586355568809,1.0268072631564742
2018-03-01,2018,-0.0002497109123220209,0.0005394278082210269,0.3087313413584853,0.2941831947807536,2,1.0,0.000144858447949503,1.0311289992804604,0.000144858447949503,1.0269560048629585
2018-04-02,2018,-0.01218735321099398,-0.0001337097682386212,0.3069573024760716,0.3035977300619581,0,0.5,-0.01218735321099398,1.0185622659601308,-0.006160531489616301,1.0206294100565496
2018-05-02,2018,-0.003679629298944609,-0.0002581086091944518,0.284512233386194,0.2993388348164139,-2,0.3,-0.0019688689540695303,1.0165568503368951,-0.0019688689540695303,1.018619924497479
2018-06-01,2018,0.001730620660275495,-0.0007217595366372787,0.2660649756649093,0.2764794063577032,-2,0.3,1.3954522436553487e-05,1.016571035902271,0.0005044305618191082,1.0191337475182733
2018-07-02,2018,-0.007683989673558267,0.0001126768165053416,0.2870284963756415,0.2734238191088191,0,0.5,-0.002226323130513741,1.0143078202912315,-0.0037856564285264627,1.0152756572954524
2018-08-01,2018,-0.007882560439792363,-0.0001005295951284069,0.3549722710126726,0.3143454611631281,0,0.5,-0.003991545017460385,1.010259164964977,-0.003991545017460385,1.011223138804226
2018-09-03,2018,-0.003626867793696883,-0.0002858934884877318,0.3821379577205571,0.35919913061512,2,1.0,-0.0019563806410923075,1.0082827134921535,-0.0019563806410923075,1.0092448014316449
2018-10-08,2018,-0.01952881445079051,0.0003099393826917485,0.3676299759131401,0.3649716456287765,0,0.5,-0.01952881445079051,0.9885921474664257,-0.009609437534049381,0.9995465265557234
2018-11-01,2018,0.01128498184891256,0.00149465265065063,0.3641135202205778,0.3657558701823988,0,0.5,0.006389817249781595,0.9949090706233052,0.006389817249781595,1.0059334461930685
2018-12-03,2018,0.02273393320886048,0.001023685282878439,0.349707339132012,0.3517938218469417,0,0.5,0.011878809245869459,1.0067274056902247,0.011878809245869459,1.017882737714436
2019-01-02,2019,-0.008007642598181718,0.001204686785654552,0.3456652054398924,0.3527686281462891,-2,0.3,-0.0034014779062635832,1.0033030446621394,-0.0034014779062635832,1.0144204320709331
2019-02-01,2019,0.007890472271766646,-0.0009091725284307017,0.3700047978265692,0.3628719889272468,0,0.5,0.001730720911628503,1.0050394822222366,0.0034906498716679724,1.017961418621959
2019-03-01,2019,0.009807974578909296,-0.001052854894673105,0.3615723241703287,0.3770202907510077,0,0.5,0.004377559842118095,1.0094391026993559,0.004377559842118095,1.022417605648944
2019-04-01,2019,0.02144119454154598,-0.00283322068209646,0.3519789441812678,0.3539248707482562,0,0.5,0.00930398692972476,1.0188309109172238,0.00930398692972476,1.0319301656886222
2019-05-06,2019,-0.03501472885478914,0.001269411594767345,0.3135357258982291,0.3389773556636269,-2,0.3,-0.016872658630010896,1.0016405247556144,-0.016872658630010896,1.0145187602729475
2019-06-03,2019,-0.007659904290039976,0.001629745766514645,0.42524786672514,0.3842917994837127,2,1.0,-0.001157149250451741,1.0004814771731714,-0.0030150792617626653,1.0114599057981795
2019-07-01,2019,0.01979997399843447,0.0006413072700132139,0.3924761100240507,0.4038816904923164,0,0.5,0.01979997399843447,1.0202909844071155,0.010220640634223841,1.0217976740112684
2019-08-01,2019,-0.007236409610077743,0.004023909866762709,0.3542927937135266,0.3531738978483667,2,1.0,-0.0016062498716575167,1.0186521421443584,-0.0016062498716575167,1.020156411628528
2019-09-02,2019,0.01165830276661732,-6.771331114474588e-05,0.356093277246444,0.3690522713974733,0,0.5,0.01165830276661732,1.0305278972313405,0.005795294727736287,1.026068518702305
2019-10-08,2019,-0.004283496763360572,0.0008114202625894018,0.3107659544277702,0.3328425923403102,-2,0.3,-0.0017360382503855852,1.0287388613836574,-0.0017360382503855852,1.0242872245063215
2019-11-01,2019,0.0105731222565669,0.000359668979035721,0.3312546896036876,0.3232752115842571,0,0.5,0.003423704962295075,1.0322609597282826,0.005466395617801311,1.0298863837017327
2019-12-02,2019,-0.002405963314783688,-0.0006488176966522041,0.2969749870072054,0.2885565513558408,2,1.0,-0.001527390505717946,1.0306842941389702,-0.001527390505717946,1.0283133450172985
2020-01-02,2020,0.01402449156965675,0.00131423101675926,0.3154586520614122,0.3012792213746163,2,1.0,0.01402449156965675,1.0451391173331,0.007669361293208005,1.0361998515828634
2020-02-03,2020,-0.02848357227770202,0.003232926500075783,0.3185052656283591,0.3095320695553559,0,0.5,-0.02848357227770202,1.0153698217442888,-0.012625322888813118,1.0231174938792895
2020-03-02,2020,0.03512042168785414,-0.0001085850986060621,0.3493828393643438,0.3227538632374316,2,1.0,0.01750591829462404,1.0331448028825712,0.01750591829462404,1.0410281051329409
2020-04-01,2020,-0.02306984586797491,-0.001063790728329628,0.4249644088651895,0.430687758453468,-2,0.3,-0.02306984586797491,1.0093103115207709,-0.012066818298152268,1.028466208145032
2020-05-06,2020,0.007658118545706016,-0.002153243458099863,0.4089577460101895,0.4086517049678541,0,0.5,0.0007901651430419006,1.0101078333474474,0.0027524375438030763,1.031296997148863
2020-06-01,2020,0.0198684806242476,-0.000400451169056959,0.4159808118451519,0.4102959872501824,2,1.0,0.00973401472759532,1.0199402378737108,0.00973401472759532,1.0413356573076349
2020-07-01,2020,0.01008452595123366,0.0003540959607200023,0.3287693290265085,0.3652450081158608,0,0.5,0.01008452595123366,1.0302258516712557,0.005219310955976831,1.04677071191267
2020-08-03,2020,0.01279538985906128,0.0003373887532547304,0.3519043611852711,0.3423498328231646,2,1.0,0.006566389306158005,1.0369907156865974,0.006566389306158005,1.0536442159213728
2020-09-01,2020,0.006615623130425341,0.0008891134193226291,0.3627632374126937,0.3573293711445498,2,1.0,0.006615623130425341,1.0438510554513298,0.003752368274873985,1.0575978770502006
2020-10-09,2020,0.01446299074402086,1.583343852828989e-05,0.2809213005944498,0.3257527608291301,0,0.5,0.01446299074402086,1.0589482636044587,0.007239412091274575,1.0652542639090241
2020-11-02,2020,0.007131241470607908,0.001190196153374012,0.3050333183680959,0.3007256392616472,2,1.0,0.00416071881199096,1.0633542495657629,0.00416071881199096,1.069686487364424
2020-12-01,2020,0.01407273755468821,-0.001575583675395065,0.2980839873200463,0.3114749414448305,0,0.5,0.01407273755468821,1.0783185548475644,0.006248576939646573,1.076370505682021
2021-01-04,2021,0.002567742965092368,-0.0007652341333840296,0.3230678933394855,0.3093380460358966,0,0.5,0.0009012544158541692,1.0792903942068184,0.0009012544158541692,1.077340589353362
2021-02-01,2021,0.01630113050813407,0.0008222249784227698,0.2656906156729555,0.2847492959391408,0,0.5,0.00856167774327842,1.088530930753433,0.00856167774327842,1.0865644322991592
2021-03-01,2021,0.02224582757067037,0.0001419543095261266,0.2739722753896883,0.2766272425831344,0,0.5,0.011193890940098249,1.1007158272772104,0.011193890940098249,1.0987273160537057
2021-04-01,2021,0.01377177983794096,0.001741012252149621,0.2957201361043806,0.2917309536916052,0,0.5,0.00775639604504529,1.109253415166622,0.00775639604504529,1.107249480262528
2021-05-06,2021,0.002888684413286713,0.0005534031033915809,0.2985389774443457,0.3044361216638704,0,0.5,0.001721043758339147,1.1111624888332108,0.001721043758339147,1.109155105069458
2021-06-01,2021,0.003168541498452271,-9.162794410438879e-05,0.2915093888558331,0.2879810092122225,0,0.5,0.0015384567771739412,1.1128719642946976,0.0015384567771739412,1.110861492257789
2021-07-01,2021,-0.002364568776283354,-0.0001970693434806825,0.258109223020651,0.2800680083817227,0,0.5,-0.0012808190598820183,1.1114465766716206,-0.0012808190598820183,1.1094386796856164
2021-08-02,2021,0.0107477370589891,0.001786270468026818,0.2719666210322791,0.2515100621044225,2,1.0,0.006267003763507959,1.1184120165505598,0.006267003763507959,1.1163915360665875
2021-09-01,2021,0.001100943149022404,0.000428938534451806,0.3005208020584538,0.2795488489707377,0,0.5,0.001100943149022404,1.1196433245979653,0.000764940841737105,1.1172455095478946
2021-10-08,2021,0.002851782796032176,-0.001062511734999605,0.2861890571423852,0.300009727106808,-2,0.3,0.0008946355305162856,1.1206449972976562,0.0008946355305162856,1.118245037077046
2021-11-01,2021,0.0004618492365825899,7.250166755362608e-05,0.2583664862251844,0.2808987466787189,0,0.5,0.00018930593826231522,1.1208571420503286,0.000267175452068108,1.11854380470035
2021-12-01,2021,-0.003471198453119295,7.995349710737676e-05,0.2632250195065199,0.2483721475107781,2,1.0,-0.0016956224780059592,1.1189565914856345,-0.0016956224780059592,1.1166471766824657
2022-01-04,2022,-0.004283102605735434,0.0001660965844011986,0.3070037535955157,0.2866523501510075,0,0.5,-0.004283102605735434,1.1141639855929377,-0.0020585030106671175,1.114348555107412
2022-02-07,2022,0.003258235316748337,0.0005519121663012383,0.2961852089462212,0.2980895742553956,-2,0.3,0.0019050737415247877,1.1162865501456434,0.0019050737415247877,1.116471471278653
2022-03-01,2022,-0.004002680557352245,0.002640646585481243,0.2644221281535834,0.2922926072845379,-2,0.3,0.0006476484426311965,1.1170095113913754,-0.000681016985935501,1.1157111352423998
2022-04-01,2022,0.003929322262180612,-0.0005960676071354309,0.3010054290845376,0.3010259944786752,0,0.5,0.000761549353659382,1.117860169262807,0.0016666273275225906,1.117570609910016
2022-05-05,2022,-0.01471088945853329,-0.004589093525003529,0.3034317414769176,0.302452709952621,0,0.5,-0.00964999149176841,1.107072828140434,-0.00964999149176841,1.106786063032934
2022-06-01,2022,-0.003881651984948142,-0.002154459811731735,0.2997839171652507,0.2983892911554897,0,0.5,-0.0030180558983399384,1.103731620461573,-0.0030180558983399384,1.103445720827197
2022-07-01,2022,0.003363180656389408,0.004320593612602286,0.3007368784714066,0.3019931640678499,0,0.5,0.003841887134495847,1.1079720327741607,0.003841887134495847,1.1076850347456575
2022-08-01,2022,0.00207871685789911,0.002320895538865386,0.298253101066525,0.2980915716962262,2,1.0,0.0021998061983822476,1.1104093565194915,0.0021998061983822476,1.1101217271509463
2022-09-01,2022,-0.005655334636795861,-0.001913866666337083,0.2660745375479203,0.287471220229733,0,0.5,-0.005655334636795861,1.1041296200245445,-0.003784600651566472,1.1059203597390526
2022-10-10,2022,-0.01843337236036271,-0.0020464423208294,0.2858348596305011,0.272823438171006,0,0.5,-0.010239907340596054,1.0928234350234856,-0.010239907340596054,1.094595837729246
2022-11-01,2022,0.01942692201147938,0.0006948028191143818,0.2894134734817857,0.2846418235858937,0,0.5,0.01006086241529688,1.103818181247469,0.01006086241529688,1.1056084158529966
2022-12-01,2022,0.00575371291636253,0.004224576487284692,0.3251800691699015,0.3112586921349542,0,0.5,0.0049891447018236106,1.1093252898782162,0.0049891447018236106,1.1111244562232412
2023-01-03,2023,0.006832904083410018,0.003369950288433565,0.2963844110027187,0.3086341299801145,0,0.5,0.005101427185921791,1.1149844320700315,0.005101427185921791,1.116792776731161
2023-02-01,2023,0.01366654831769103,0.003507845530643983,0.3025362899297857,0.2987100768348424,0,0.5,0.008587196924167506,1.124559022955598,0.008587196924167506,1.1263828962284392
2023-03-01,2023,0.009945266080942683,-0.002789820567184076,0.2928424701212651,0.2938608424257057,0,0.5,0.0035777227568793033,1.1285823833634803,0.0035777227568793033,1.1304127819492356
2023-04-03,2023,0.004798220605420922,0.002314312953212938,0.2958945237313174,0.2891173342480119,0,0.5,0.00355626677931693,1.1325959234011582,0.00355626677931693,1.1344328313725969
2023-05-04,2023,0.0007323704356294369,4.579485699834906e-05,0.2946660304139813,0.2996042582738638,0,0.5,0.000389082646313893,1.1330365968202396,0.000389082646313893,1.134874219500693
2023-06-01,2023,0.005248047923065435,0.00174056367762021,0.2895068306628061,0.2768291889613925,2,1.0,0.003494305800342823,1.136995773172509,0.003494305800342823,1.1388398170685536
2023-07-03,2023,0.007701175026866247,-0.0004079598374714388,0.3398289438115151,0.3095987582992178,0,0.5,0.007701175026866247,1.1457519766265178,0.0036466075946974042,1.1429927189946196
2023-08-01,2023,-0.002790817492082942,-0.003169622250201343,0.3613401470697578,0.3479844868068089,0,0.5,-0.0029802198711421425,1.142337383818375,-0.0029802198711421425,1.139586349380901
2023-09-01,2023,0.002145199605087134,-0.002816816387126164,0.3835579003574656,0.3772878209993531,2,1.0,-0.0003358083910195149,1.1419537773395134,-0.0003358083910195149,1.1392036667224876
2023-10-09,2023,0.001723275074065467,0.005006326777448833,0.3612285067902995,0.3749891887169668,0,0.5,0.001723275074065467,1.1439216778197374,0.00336480092575715,1.1430368602749015
2023-11-01,2023,0.005068422213909951,0.005602827132371813,0.2959716747353375,0.3387741301351214,0,0.5,0.005335624673140882,1.1500252145480532,0.005335624673140882,1.1491356759488938
2023-12-01,2023,0.0001697237079430813,0.00440594501015823,0.2872298957299396,0.290922663964543,-2,0.3,0.0022878343590506554,1.1526562817476709,0.0022878343590506554,1.1517647080315405
2024-01-02,2024,-0.01123320696722263,-0.002399803218761931,0.2623917035185935,0.2751671450958401,-2,0.3,-0.0050498243433001406,1.1468355699966437,-0.00681650509299228,1.1439136980333149
2024-02-01,2024,0.004669055971741476,0.002975474112372645,0.2833661128284866,0.2687451526853571,2,1.0,0.003483548670183294,1.1508306275214244,0.003822265042057061,1.1482860393724377
2024-03-01,2024,0.008798852861833817,0.001823176274618699,0.2951931012669256,0.2839931278813459,0,0.5,0.008798852861833817,1.1609566168818775,0.005311014568226258,1.1543846032560354
2024-04-01,2024,0.009546565219105824,-0.003783728620201376,0.2982090066149196,0.2972413629748271,0,0.5,0.0028814182994522236,1.1643018185226313,0.0028814182994522236,1.1577108681764634
2024-05-06,2024,0.01238830823008228,0.0005920611302085987,0.3038027870016289,0.29734257666038,0,0.5,0.0064901846801454395,1.1718583523482724,0.0064901846801454395,1.1652246255171403
2024-06-03,2024,0.00235181160000919,0.00338002831870976,0.2784661367975599,0.2902471453555724,0,0.5,0.0028659199593594753,1.1752168045898095,0.0028659199593594753,1.168564066028547
2024-07-01,2024,0.005765343294471259,-0.003183627954212676,0.2810759362859375,0.2801624775563987,2,1.0,0.0012908576701292915,1.1767338422160791,0.0012908576701292915,1.1700725159162175
2024-08-01,2024,-0.009838871726076536,0.002516593661765043,0.2929296519867657,0.2704922466659147,0,0.5,-0.009838871726076536,1.165156108886782,-0.0036611390321557467,1.165788717757744
2024-09-02,2024,-0.01813796066129403,0.001361026812186639,0.330686548414821,0.3245414586569983,0,0.5,-0.008388466924553696,1.1553822354054433,-0.008388466924553696,1.1560095376578152
2024-10-08,2024,0.0153614544161137,0.0004428501211177771,0.3350233353990447,0.3422675057358456,-2,0.3,0.007902152268615738,1.1645122417580709,0.007902152268615738,1.1651445010483594
2024-11-01,2024,-0.002033209039202433,-0.001501649881407163,0.2938197083543752,0.3013475860294657,0,0.5,-0.001661117628745744,1.1625778499443964,-0.0017674294603047982,1.1630851903316943
2024-12-02,2024,0.009640313195053185,0.001376284180936937,0.2580834756129827,0.2591303878851689,0,0.5,0.005508298687995061,1.1689816759899372,0.005508298687995061,1.1694918109596248
2025-01-02,2025,-0.01635868992846061,0.001646908005072611,0.2695657727494885,0.2529799232719127,0,0.5,-0.007355890961693999,1.160382774245137,-0.007355890961693999,1.1608891567176118
2025-02-05,2025,-0.0001700748554384957,0.003242718321663007,0.2850301892226277,0.2760241446334003,0,0.5,0.0015363217331122556,1.162165495519939,0.0015363217331122556,1.1626726559588116
2025-03-03,2025,-0.007324391433355104,0.001574756818655598,0.2975262209256359,0.2846964284759506,2,1.0,-0.002874817307349753,1.1588244820394136,-0.002874817307349753,1.159330184484679
2025-04-01,2025,0.004224069179893731,0.00204541896631405,0.2975972346190153,0.2984037728073628,0,0.5,0.004224069179893731,1.1637194368189028,0.0031347440731038906,1.162964387909263
2025-05-06,2025,0.005247376370106216,0.001537826623417393,0.351900629354002,0.3510126029823589,0,0.5,0.0033926014967618047,1.1676674731220653,0.0033926014967618047,1.1669098626323646
2025-06-03,2025,0.007867889706121067,-0.0002479424232330052,0.3738504593878594,0.3611264117540012,2,1.0,0.003809973641444031,1.172116255416632,0.003809973641444031,1.171355758450935
2025-07-01,2025,-0.001377826335912546,-0.0002245586460808413,0.3957471476101019,0.3901487790223978,0,0.5,-0.001377826335912546,1.1705012827711678,-0.0008011924909966937,1.1704172770129786
2025-08-01,2025,-0.009994887446937462,0.004402409787979233,0.3657866201998524,0.33602948494724,0,0.5,-0.0027962388294791147,1.167228281634328,-0.0027962388294791147,1.1671445107763017
2025-09-01,2025,0.01197235488938812,0.0004137743011980444,0.3204892387010316,0.3279339155782232,0,0.5,0.006193064595293082,1.1744570017799423,0.006193064595293082,1.174372712123581
2025-10-09,2025,0.003464342430302847,-6.241127197276208e-05,0.2645832367494586,0.280009665174527,-2,0.3,0.0017009655791650426,1.1764547127141793,0.0017009655791650426,1.1763702796840139
2025-11-03,2025,0.00456192250512828,-0.0004590113591732004,0.3031139105885901,0.2923399748997855,0,0.5,0.0010472688001172436,1.1776867770295558,0.0020514555729775398,1.1787835510501568
2025-12-01,2025,0.003192440897247151,-0.002073577702859819,0.3155308489368626,0.3078059038096471,0,0.5,0.000559431597193666,1.1783456122242235,0.000559431597193666,1.1794429998148666
